DATE,INFLATION_YOY
2011-12-01,116.188253221505
2012-01-01,117.973308823085
2012-02-01,118.328868678684
2012-03-01,119.714826483162
2012-04-01,121.906236205426
2012-05-01,123.306706657072
2012-06-01,123.350244598574
2012-07-01,123.04547900806
2012-08-01,124.148440192776
2012-09-01,125.12804387657
2012-10-01,125.606961233091
2012-11-01,125.113531229403
2012-12-01,125.403784172749
2013-01-01,127.493605364842
2013-02-01,127.065482273406
2013-03-01,127.580681247846
2013-04-01,128.973895375908
2013-05-01,129.63422082202
2013-06-01,130.570286564312
2013-07-01,133.211588348763
2013-08-01,134.757185272082
2013-09-01,134.372600122148
2013-10-01,137.013901906599
2013-11-01,138.748163243093
2013-12-01,136.912313376428
2014-01-01,137.579895146124
2014-02-01,137.144515731105
2014-03-01,138.46516662333
2014-04-01,140.816215464435
2014-05-01,140.446142961668
2014-06-01,141.309645468124
2014-07-01,143.711488574314
2014-08-01,144.183149607251
2014-09-01,144.691092258107
2014-10-01,144.988601525037
2014-11-01,144.248456519504
2014-12-01,142.797191802773
2015-01-01,142.913292980112
2015-02-01,141.592642087886
2015-03-01,141.911920325567
2015-04-01,143.791308133734
2015-05-01,144.879756671283
2015-06-01,145.772284472072
2015-07-01,146.301996093679
2015-08-01,146.759144479449
2015-09-01,146.606761684193
2015-10-01,147.325137718975
2015-11-01,148.18864022543
2015-12-01,147.346906689726
2016-01-01,147.658928603823
2016-02-01,147.288856101056
2016-03-01,147.506545808566
2016-04-01,149.792287737418
2016-05-01,149.473009499737
2016-06-01,150.423587889196
2016-07-01,152.440845845452
2016-08-01,151.990953783266
2016-09-01,152.295719373779
2016-10-01,153.522038059417
2016-11-01,153.841316297098
2016-12-01,152.796405701051
2017-01-01,153.064889673647
2017-02-01,153.500269088666
2017-03-01,154.791894686557
2017-04-01,156.954279114487
2017-05-01,156.976048085238
2017-06-01,156.337491609876
2017-07-01,156.874459555066
2017-08-01,157.17922514558
2017-09-01,158.173341476541
2017-10-01,159.356122220677
2017-11-01,159.943884430953
2017-12-01,159.784245312113
2018-01-01,159.835039577198
2018-02-01,159.334353249926
2018-03-01,159.820526930031
2018-04-01,162.723056363493
2018-05-01,163.557533575614
2018-06-01,164.486342994322
2018-07-01,166.024683594057
2018-08-01,166.365730802489
2018-09-01,166.271398595901
2018-10-01,170.153531713157
2018-11-01,170.342196126333
2018-12-01,169.638332738718
2019-01-01,171.32905613371
2019-02-01,172.417504671258
2019-03-01,174.86288571895
2019-04-01,177.076064411966
2019-05-01,178.462022216444
2019-06-01,179.100578691806
2019-07-01,183.193145509624
2019-08-01,186.195584435706
2019-09-01,187.630247370829
2019-10-01,191.03202546442
2019-11-01,193.605544543919
2019-12-01,192.946532889297
2020-01-01,196.754458011291
2020-02-01,194.704165233486
2020-03-01,194.778776402289
2020-04-01,193.15004605091
2020-05-01,193.762234213533
2020-06-01,195.346813370005
2020-07-01,200.230991598166
2020-08-01,201.483595247627
2020-09-01,204.578582039179
2020-10-01,208.05980074912
2020-11-01,209.765155095276
2020-12-01,208.333130044615
2021-01-01,207.889859505905
2021-02-01,211.638224708932
2021-03-01,212.404066095891
2021-04-01,214.597941294191
2021-05-01,214.817563737571
2021-06-01,214.201054600068
2021-07-01,217.058152516015
2021-08-01,218.314561993722
2021-09-01,222.951845248332
2021-10-01,227.194694282207
2021-11-01,233.958674485694
2021-12-01,233.920163207897
2022-01-01,234.840200704491
2022-02-01,237.54485442648
2022-03-01,239.430804791585
2022-04-01,243.293755707925
2022-05-01,244.375133584569
2022-06-01,259.879215247958
2022-07-01,271.179584213757
2022-08-01,277.82187552011
2022-09-01,274.623933649725
2022-10-01,287.547612873497
2022-11-01,289.726512321184
2022-12-01,291.15652454587
2023-01-01,299.548060482988
2023-02-01,312.487484840342
2023-03-01,324.113351187814
2023-04-01,331.911150805611
2023-05-01,337.16307469623
2023-06-01,336.291949016833
2023-07-01,347.917265805043
2023-08-01,353.887472620286
2023-09-01,360.95520100657
2023-10-01,364.859191173315
2023-11-01,374.41750086536
2023-12-01,377.501248909285
2024-01-01,384.428252583242
2024-02-01,384.561221314596
2024-03-01,391.145319404773
2024-04-01,389.460375293371
2024-05-01,376.827673412797
2024-06-01,378.547893597714
2024-07-01,386.494991052337
2024-08-01,387.987166667821
2024-09-01,385.969676425445
2024-10-01,390.723523806713
2024-11-01,392.628475574383
2024-12-01,392.87170904417
2025-01-01,393.676061708926
2025-02-01,390.392462007152
2025-03-01,393.857537022696
2025-04-01,390.549701236029
2025-05-01,389.875864829241
